country,educationalLevel,region,name,hasCCAS,about,websites,websitesLabel,adoptionYear,mechanisms,listLength,participatingInstitutions,priorities,latitude,longitude,gobVerified
LTU,tertiary,Europe & central Asia,Lithuania,1.0,"Lithuania has a coordinated admission system for public institutions. Applicants can register for up to 9 study programs. A competition score ranks applicants based on grades, test scores, and extracurriculars. Applicants are allocated to study programs based on their competition score and the available spots in each program.",[https://bp.lamabpo.lt/bp2022/lama_is.main?p_lang=LTU ],[bp.lamabpo.lt/bp2022/lama_is.main?p_lang=LTU ],1999.0,[da],[9],[public],[academic],55.3500003,23.7499997,0
LUX,secondary,Europe & central Asia,Luxembourg,,,,,,,,,,49.6112768,6.129799,0
LVA,secondary,Europe & central Asia,Latvia,0.0,This country lacks a coordinated system.,,,,,,,,56.8406494,24.7537645,0
MAR,secondary,Middle East & North Africa,Morocco,0.0,This country lacks a coordinated system.,,,,,,,,28.3347722,-10.371337908392649,0
MDA,secondary,Europe & central Asia,Moldova,0.0,This country lacks a coordinated system.,,,,,,,,47.2879608,28.5670941,0
MDG,tertiary,Sub-Saharan Africa,Madagascar,0.0,This country lacks a coordinated system.,,,,,,,,-18.9249604,46.4416422,0
MEX,tertiary,LAC,Mexico,0.0,This country lacks a coordinated system.,,,,,,,,19.4326296,-99.1331785,0
MKD,primary,Europe & central Asia,Macedonia,0.0,This country lacks a coordinated system.,,,,,,,,41.1927739,-95.4256198,0
MLI,secondary,Sub-Saharan Africa,Mali,1.0,"Mali has a coordinated system for certain public and private schools. Admissions to secondary schools are based on students' grades, their preferences, and school capacity.",,,,,,[other],[academic],16.3700359,-2.2900239,0
MMR,tertiary,East Asia & Pacific,Myanmar,1.0,Myanmar has a coordinated system for university admissions. Students graduating from high schools must collect a university admission form. This form requires students to list up to 20 university courses in descending order based on preference. They must return the completed forms at a designated university in their nearest town. Admission is determined by 10th grade exams.,,,,,[20],[other],[academic],17.1750495,95.9999652,0
MNE,primary,Europe & central Asia,Montenegro,,,,,,,,,,-29.6826112,-51.4687455,0
MNG,secondary,East Asia & Pacific,Mongolia,0.0,This country lacks a coordinated system.,,,,,,,,43.9382593,-79.2235563,0
MOZ,secondary,Sub-Saharan Africa,Mozambique,0.0,This country lacks a coordinated system.,,,,,,,,-19.302233,34.9144977,0
MRT,secondary,Sub-Saharan Africa,Mauritania,0.0,This country lacks a coordinated system.,,,,,,,,20.2540382,-9.2399263,0
MWI,secondary,Sub-Saharan Africa,Malawi,0.0,This country lacks a coordinated system.,,,,,,,,-13.2687204,33.9301963,0
MYS,secondary,East Asia & Pacific,Malaysia,1.0,"Malaysia has a coordinated system for vocational, technical, boarding, and religious secondary schools. Students can apply via form One or Form Four. Applications for boarding and religious schools are accepted for both Form One and Four, while Form Four students can apply to secondary technical schools, army college, and vocational colleges.",,,2021.0,,,[other],[academic],4.5693754,102.2656823,0
NAM,primary,Sub-Saharan Africa,Namibia,0.0,This country lacks a coordinated system.,,,,,,,,-23.2335499,17.3231107,0
NCL,tertiary,East Asia & Pacific,New Caledonia,,,,,,,,,,-20.63784275,161.2117626122578,0
NER,secondary,Sub-Saharan Africa,Niger,0.0,This country lacks a coordinated system.,,,,,,,,17.7356214,9.3238432,0
NGA,primary,Sub-Saharan Africa,Nigeria,0.0,This country lacks a coordinated system.,,,,,,,,9.6000359,7.9999721,0
NIC,primary,LAC,Nicaragua,0.0,This country lacks a coordinated system.,,,,,,,,12.6090157,-85.2936911,0
NLD,primary,Europe & central Asia,Netherlands,1.0,"In the Netherlands, some cities manage admissions through a coordinated process. The length of the application list varies according to the city. In general, priority is given to siblings of enrolled students and depending on the distance to the school.",,,2013.0,[other],"[10, 5]","[all,other]","[family,distance]",52.2434979,5.6343227,0
NOR,tertiary,Europe & central Asia,Norway,1.0,"Norway has a coordinated system for all public and some private institutions. Admission to studies takes place on the basis of ranking within quotas. Quota is a specific proportion of the seats that are distributed among applicants who meet specific requirements. Within a quota, applicants are ranked according to their GPA. Applicants with equal GPA are then ranked by age.",[https://sok.samordnaopptak.no/#/ ],[sok.samordnaopptak.no/#/ ],2017.0,[sd],[10],[other],[academic],64.5731537,11.52803643954819,0
NPL,secondary,South Asia,Nepal,0.0,This country lacks a coordinated system.,,,,,,,,28.3780464,83.9999901,0
NZL,primary,East Asia & Pacific,New Zealand,0.0,This country lacks a coordinated system.,,,,,,,,-41.5000831,172.8344077,0
OMN,tertiary,Middle East & North Africa,Oman,1.0,"Oman has a coordinated system for tertiary education institutions. Applicants can list an unlimited number of preferences, with a minimum of 12 programs. Assignments are obtained from students' final exam grades and subject requirements, using the deferred acceptance mechanism. Tiebreaker rules vary by program.",[https://www.heac.gov.om/index.php/en/],[heac.gov.om/index.php/en/],2006.0,[da],[Unlimited],[all],[academic],21.0000287,57.0036901,0
PAK,tertiary,South Asia,Pakistan,0.0,This country lacks a coordinated system.,,,,,,,,30.3308401,71.247499,0
PAN,secondary,LAC,Panama,0.0,This country lacks a coordinated system.,,,,,,,,8.559559,-81.1308434,0
PER,primary,LAC,Peru,1.0,"Peru has two coordinated admission systems. The first one is for primary and secondary public schools at Lima. The second one is only for primary schools and it is implemented at Arequipa, Madre de Dios and Tacna, and plans to expand nationwide. Both systems involve two rounds processes. Lima's system allows only one preference while the other allows multiple preferences without limit.","[https://matriculadigital.pe,https://www.matricula2023.drelm.gob.pe/]","[matriculadigital.pe,matricula2023.drelm.gob.pe/]",2021.0,"[da,boston]","[1, Unlimited]",[public],"[family,sen]",-6.8699697,-75.0458515,0
PHL,secondary,East Asia & Pacific,Philippines,0.0,This country lacks a coordinated system.,,,,,,,,12.7503486,122.7312101,0
PNG,primary,East Asia & Pacific,Papua New Guinea,0.0,This country lacks a coordinated system.,,,,,,,,-5.6816069,144.2489081,0
POL,tertiary,Europe & central Asia,Poland,0.0,This country lacks a coordinated system.,,,,,,,,52.215933,19.134422,0
PRI,secondary,LAC,Puerto Rico,1.0,"Puerto Rico has a coordinated system for primary and secondary schools. Priority is given to students remaining in their current school, then to those seeking transfers based on their preferences. Families can list up to three schools per child.",[https://prdesieprod.opc.oracleoutsourcing.com/registro/ ],[prdesieprod.opc.oracleoutsourcing.com/registro/ ],2017.0,[boston],[3],[other],,18.2247706,-66.4858295,0
PRK,secondary,East Asia & Pacific,North Korea,,,,,,,,,,40.3736611,127.0870417,0
PRT,tertiary,Europe & central Asia,Portugal,1.0,"Admission to public education in Portugal operates through a coordinated system. Applicants compete by institution/course pairs. Applicants are ranked according to high school grades, test scores and prerequisites. The process has different phases, in each of which priority groups have their places reserved. Some programs require certain entrance exams.",[https://www.dges.gov.pt/pt],[dges.gov.pt/pt],2003.0,[da],[6],[public],"[academic,sen]",39.6621648,-8.1353519,0
PRY,secondary,LAC,Paraguay,0.0,This country lacks a coordinated system.,,,,,,,,-23.3165935,-58.1693445,0
QAT,tertiary,Middle East & North Africa,Qatar,0.0,This country lacks a coordinated system.,,,,,,,,25.3336984,51.2295295,0
ROU,secondary,Europe & central Asia,Romania,1.0,"Romania has a coordinated system for secondary schools. Candidates can participate in the online system in a single county. Allocation is based on the high school admission average: calculated as a weighted average between the overall average at the national assessment exam and the GPA. After the initial assignment, adjustments may occur for twin or triplet candidates.",[http://admitere.edu.ro/2022/],[admitere.edu.ro/2022/],1999.0,[sd],[Unlimited],[other],[academic],45.9852129,24.6859225,0
RUS,primary,Europe & central Asia,Russia,0.0,This country lacks a coordinated system.,,,,,,,,64.6863136,97.7453061,0
RWA,tertiary,Sub-Saharan Africa,Rwanda,0.0,This country lacks a coordinated system.,,,,,,,,-1.9646631,30.0644358,0
SAU,primary,Middle East & North Africa,Saudi Arabia,0.0,This country lacks a coordinated system.,,,,,,,,25.6242618,42.3528328,0
SDN,primary,Sub-Saharan Africa,Sudan,0.0,This country lacks a coordinated system.,,,,,,,,10.9,6.5,0
SEN,primary,Sub-Saharan Africa,Senegal,0.0,This country lacks a coordinated system.,,,,,,,,14.4750607,-14.4529612,0
SGP,tertiary,East Asia & Pacific,Singapore,1.0,"Singapore has a coordinated system for tertiary institutions. Applicants are assessed based on their net aggregate scores, which consider bonus points for achievements in co-curricular activities, language grades, and school affiliation. Priority is given to applicants with higher net aggregate scores, with tiebreakers based on citizenship status and gross aggregate scores.",,,1992.0,[sd],[12],[other],[academic],1.357107,103.8194992,0
SLB,secondary,East Asia & Pacific,Solomon Is.,,,,,,,,,,36.1492625,-83.1648851,0
SLE,primary,Sub-Saharan Africa,Sierra Leone,0.0,This country lacks a coordinated system.,,,,,,,,8.6400349,-11.8400269,0
SLV,secondary,LAC,El Salvador,0.0,This country lacks a coordinated system.,,,,,,,,13.8000382,-88.9140683,0
SOM,secondary,Sub-Saharan Africa,Somalia,0.0,This country lacks a coordinated system.,,,,,,,,8.3676771,49.083416,0
SRB,secondary,Europe & central Asia,Serbia,1.0,Serbia has a coordinated system at the national level. Students may list up to 20 preferences. Twins must submit identical wish lists. Students with disabilities are enrolled based on functionality levels. The software assigns students according to their top preference.,[https://mojasrednjaskola.gov.rs/Auth/Login ],[mojasrednjaskola.gov.rs/Auth/Login ],2017.0,[boston],[20],[public],"[family,academic,sen]",44.02432285,21.07657433209902,0
SSD,tertiary,Sub-Saharan Africa,South Sudan,0.0,This country lacks a coordinated system.,,,,,,,,7.8699431,29.6667897,0
SUR,secondary,LAC,Suriname,,,,,,,,,,4.1413025,-56.0771187,0
SVK,primary,Europe & central Asia,Slovak Republic,0.0,This country lacks a coordinated system.,,,,,,,,48.7411522,19.4528646,0
SVN,primary,Europe & central Asia,Slovenia,0.0,This country lacks a coordinated system.,,,,,,,,46.1199444,14.8153333,0
SWE,primary,Europe & central Asia,Sweden,1.0,"Swedish school admission systems are coordinated processes at the municipality level. Criteria such as sibling priority, relative and absolute proximity influence the allocation. Independent schools have their own application procedures. In case of high demand, a lottery may determine the allocation.","[www.goteborg.se/onskaskola,https://sjalvservice.malmo.se/oversikt/overview/1057,www.orebro.se/sokaskola,https://www.mittskolval.se/choice/kommun/0163,https://grundskola.stockholm/en/digital-services-for-compulsory-school/,https://www.uppsala.se/skolval?AcceptNecessaryCookies=,https://idp.vasteras.nexusgroup.com/wa/chooseAuthmech?authmechs=BankID%3aBankID;SITHS%3aSITHS]","[goteborg.se/onskaskola,sjalvservice.malmo.se/oversikt/overview/1057,orebro.se/sokaskola,mittskolval.se/choice/kommun/0163,grundskola.stockholm/en/digital-services-for-compulsory-school/,uppsala.se/skolval?AcceptNecessaryCookies=,idp.vasteras.nexusgroup.com/wa/chooseAuthmech?authmechs=BankID%3aBankID;SITHS%3aSITHS]",1992.0,[da],"[3, 7, Unlimited, 5]","[all,public,other]","[family,distance]",59.6749712,14.5208584,0
SWZ,tertiary,Sub-Saharan Africa,Eswatini,,,,,,,,,,-26.5624806,31.3991317,0
SYR,primary,Middle East & North Africa,Syria,0.0,This country lacks a coordinated system.,,,,,,,,34.815353599999995,38.42307447267531,0
TCD,secondary,Sub-Saharan Africa,Chad,0.0,This country lacks a coordinated system.,,,,,,,,15.6134137,19.0156172,0
TGO,primary,Sub-Saharan Africa,Togo,0.0,This country lacks a coordinated system.,,,,,,,,8.7800265,1.0199765,0
THA,tertiary,East Asia & Pacific,Thailand,1.0,"Thailand has a coordinated system for public universities. The system has four rounds: portfolio, quota, admission, and direct admission. In the admission round, which is the core of the system as it includes the general public, applicants can list up to six programs. Prior to 2019, the admission round had coordinated application but no single offer.",[https://www.mytcas.com/],[mytcas.com/],2019.0,,[6],[public],"[academic,distance]",7.4931858,124.724704,0
TJK,primary,Europe & central Asia,Tajikistan,0.0,This country lacks a coordinated system.,,,,,,,,38.6281733,70.8156541,0
TKM,tertiary,Europe & central Asia,Turkmenistan,0.0,This country lacks a coordinated system.,,,,,,,,39.3763807,59.3924609,0
TLS,secondary,East Asia & Pacific,Timor-Leste,,,,,,,,,,-8.7443169,126.063482,0
TTO,secondary,LAC,Trinidad and Tobago,,,,,,,,,,10.7466905,-61.0840075,0
TUN,primary,Middle East & North Africa,Tunisia,0.0,This country lacks a coordinated system.,,,,,,,,36.8002068,10.1857757,0
TUR,primary,Europe & central Asia,Turkey,0.0,This country lacks a coordinated system.,,,,,,,,38.9597594,34.9249653,0
TZA,secondary,Sub-Saharan Africa,Tanzania,0.0,This country lacks a coordinated system.,,,,,,,,-6.5247123,35.7878438,0
UGA,secondary,Sub-Saharan Africa,Uganda,1.0,"Uganda has a coordinated system at the national level. The Primary Leaving Examinations (PLE) is mandatory. Once the results of the PLE are published, the selection process takes place, with institutions prioritizing candidates based on preferences and performance. However, some top schools have deviated from this process, setting their own cut-off points or admitting students directly for a fee.",,,,[boston],[4],[all],[academic],1.5333554,32.2166578,0
UKR,tertiary,Europe & central Asia,Ukraine,1.0,"Ukraine has a coordinated system for all tertiary education institutions of the country. When submitting applications, students must indicate if they want to participate in a budget or non-budget tender. Applicants can submit a maximum of five preferences for budget tender. Admission is based on the national multi-subject test.",[https://vstup-edbo-gov-ua],[vstup-edbo-gov-ua],2012.0,,[5],[all],[academic],49.4871968,31.2718321,0
URY,tertiary,LAC,Uruguay,0.0,This country lacks a coordinated system.,,,,,,,,-32.8755548,-56.0201525,0
USA,tertiary,North America,United States,0.0,This country lacks a coordinated system.,,,,,,,,39.7837304,-100.445882,0
UZB,tertiary,Europe & central Asia,Uzbekistan,1.0,"Uzbekistan has a coordinated system for tertiary education. Each student can apply to only one university and for one discipline within that university. There are no second choices, requiring unsuccessful applicants to wait for the next academic year to reapply elsewhere. Successful applicants are determined by scores of an entrance exam in three subjects relevant to their chosen program.",,,1994.0,[boston],[1],,[academic],41.32373,63.9528098,0
VEN,tertiary,LAC,Venezuela,1.0,"Venezuela's tertiary education utilizes a coordinated system. The system has three phases: registration, preliminary results, and final results. Applicants may apply to 6 programs (3 mandatory choices). The ranking index of each student is calculated based on high school grades, socioeconomic factors, territorialization, and student participation.",[http://www.opsu.gob.ve/],[opsu.gob.ve/],2009.0,,[6],[other],"[academic,distance,ses]",8.0018709,-66.1109318,0
VNM,primary,East Asia & Pacific,Vietnam,0.0,This country lacks a coordinated system.,,,,,,,,15.9266657,107.9650855,0
VUT,primary,East Asia & Pacific,Vanuatu,,,,,,,,,,-16.5255069,168.1069154,0
YEM,tertiary,Middle East & North Africa,Yemen,0.0,This country lacks a coordinated system.,,,,,,,,16.3471243,47.8915271,0
ZAF,primary,Sub-Saharan Africa,South Africa,0.0,This country lacks a coordinated system.,,,,,,,,-28.8166236,24.991639,0
ZMB,tertiary,Sub-Saharan Africa,Zambia,0.0,This country lacks a coordinated system.,,,,,,,,-14.5189121,27.5589884,0
ZWE,secondary,Sub-Saharan Africa,Zimbabwe,1.0,Zimbabwe has a coordinated system for public boarding schools. Applicants can list 5 to 20 preferences.,[http://www.emap.co.zw/],[emap.co.zw/],2017.0,,[20],[public],,-18.4554963,29.7468414,0
AFG,primary,South Asia,Afghanistan,0.0,This country lacks a coordinated system.,,,,,,,,33.7680065,66.2385139,0
AFG,secondary,South Asia,Afghanistan,0.0,This country lacks a coordinated system.,,,,,,,,33.7680065,66.2385139,0
AGO,primary,Sub-Saharan Africa,Angola,0.0,This country lacks a coordinated system.,,,,,,,,-11.8775768,17.5691241,0
AGO,tertiary,Sub-Saharan Africa,Angola,0.0,This country lacks a coordinated system.,,,,,,,,-11.8775768,17.5691241,0
ALB,primary,Europe & central Asia,Albania,1.0,"Albania's coordinated system for primary education covers the entire country with online registration through e-Albania. The system allows parents to register first-grade students, selecting the school based on their address and municipality. Applications are processed by educational institutions, which notify applicants electronically of acceptance or rejection.",[www.e-albania.al],[e-albania.al],2021.0,[boston],[1],[all],,1.2315264,-75.89204331320687,0
ALB,secondary,Europe & central Asia,Albania,0.0,This country lacks a coordinated system.,,,,,,,,1.2315264,-75.89204331320687,0
ARE,secondary,Middle East & North Africa,United Arab Emirates,1.0,"In United Arab Emirates, an online application service register students into public schools, from kindergarten to twelve grade. Students must fill out the application and choose one school. Priority shall be given to students living near the applied school.",[www.ese.gov.ae],[ese.gov.ae],2016.0,[boston],[1],[public],[distance],24.0002488,53.9994829,0
ARE,primary,Middle East & North Africa,United Arab Emirates,1.0,"In United Arab Emirates, an online application service register students into public schools, from kindergarten to twelve grade. Students must fill out the application and choose one school. Priority shall be given to students living near the applied school.",[www.ese.gov.ae],[ese.gov.ae],2016.0,[boston],[1],[public],[distance],24.0002488,53.9994829,0
ARG,secondary,LAC,Argentina,1.0,"In Argentina, a coordinated system is implemented independently in each city for public primary and secondary education. The systems prioritize students based on staff children, siblings, proximity, and parental work. Assignments follow preference order, and in case of ties, a lottery determines admissions. The systems allow applicants to apply to between 2 and 5 institutions.","[ https://www.buenosaires.gob.ar/educacion/estudiantes ,https://cidi.cba.gov.ar/portal-publico/,inscripciones.mec.gob.ar,https://dti.mendoza.edu.ar/gem/pad,https://gobiernodigital.chaco.gob.ar/login,https://educacion.rionegro.gov.ar/,http://ingreso2023.jujuy.edu.ar/]","[ buenosaires.gob.ar/educacion/estudiantes ,cidi.cba.gov.ar/portal-publico/,inscripciones.mec.gob.ar,dti.mendoza.edu.ar/gem/pad,gobiernodigital.chaco.gob.ar/login,educacion.rionegro.gov.ar/,ingreso2023.jujuy.edu.ar/]",2005.0,"[da,boston]","[8, 4, 5, 2]","[all,public]","[family,academic,distance,sen]",-34.9964963,-64.9672817,0
ARG,tertiary,LAC,Argentina,0.0,This country lacks a coordinated system.,,,,,,,,-34.9964963,-64.9672817,0
ARM,tertiary,Europe & central Asia,Armenia,1.0,Armenia's coordinated system of higher education includes admission to all institutions in the country. Applicants submit admission applications online. Access requirements established by the government for each profession are followed.,[https://dimord.am/],[dimord.am/],2009.0,[boston],[1],[all],[academic],4.536307,-75.6723751,0
ARM,secondary,Europe & central Asia,Armenia,1.0,"Armenia has a coordinated system for secondary education. The registration is first open (first day) for students with parents employed at the corresponding school or having a sibling attending. Other applicants register on the second day. The online system allows editing applications, including changing the chosen school.",,,,[boston],[1],[public],[family],4.536307,-75.6723751,0
AUS,tertiary,East Asia & Pacific,Australia,1.0,"Australian tertiary admissions centers (SATAC, QTAC, UAC, VTAC, TISC) facilitate university applications. Applicants can list preferences, with selection rank (ATAR) influencing offers. ATAR is the standard measure of a student’s overall academic achievement in relation to other students. Each center manages admissions for specific regions, allowing multiple preferences.","[https://www.satac.edu.au/,https://www.qtac.edu.au/,https://www.uac.edu.au/,https://www.vtac.edu.au/,https://www.tisc.edu.au/static/home.tisc]","[satac.edu.au/,qtac.edu.au/,uac.edu.au/,vtac.edu.au/,tisc.edu.au/static/home.tisc]",1975.0,[da],"[8, 6, 5]","[all,other]",[academic],-24.7761086,134.755,0
AUS,secondary,East Asia & Pacific,Australia,1.0,"The Australian online enrollment system encompasses both primary and secondary schools, functioning at the regional level across four of the seven regions. Parents can apply to up to three schools, guaranteeing placement in either a local public school or a specifically designated one within a shared zone.","[https://www.education.sa.gov.au/parents-and-families/enrol-school-or-preschool/school-enrolment/starting-secondary-school,https://forms.act.gov.au/smartforms/servlet/SmartForm.html?formCode=1087,https://enrol.ntschools.net/]","[education.sa.gov.au/parents-and-families/enrol-school-or-preschool/school-enrolment/starting-secondary-school,forms.act.gov.au/smartforms/servlet/SmartForm.html?formCode=1087,enrol.ntschools.net/]",2009.0,,[3],"[all,public]","[family,distance]",-24.7761086,134.755,0
AUT,primary,Europe & central Asia,Austria,1.0,"Austria has a coordinated system for primary education in Graz. Parents can specify three school choices, with one required to be within a 1,500-meter radius of the residential address. Catholic private schools are also available for selection. In case of high demand, admission criteria are reviewed jointly by the Department for Education and Integration and the school management.",,,,,[3],"[all,other]",,47.59397,14.12456,0
AUT,tertiary,Europe & central Asia,Austria,0.0,This country lacks a coordinated system.,,,,,,,,47.59397,14.12456,0
AZE,primary,Europe & central Asia,Azerbaijan,0.0,This country lacks a coordinated system.,,,,,,,,40.3936294,47.7872508,0
AZE,secondary,Europe & central Asia,Azerbaijan,0.0,This country lacks a coordinated system.,,,,,,,,40.3936294,47.7872508,0
BDI,primary,Sub-Saharan Africa,Burundi,0.0,This country lacks a coordinated system.,,,,,,,,-3.426449,29.9324519,0
BDI,secondary,Sub-Saharan Africa,Burundi,1.0,"Burundi's secondary education system aims to allocate students to available seats in public and private schools. Students, after passing a required exam, are assigned to schools. The top-performing students are placed in prestigious schools, while the others are assigned by provincial commissions. Special considerations are given to the Batwa community (ethnic minority).",,,2018.0,,[3],[all],[academic],-3.426449,29.9324519,0
BEL,primary,Europe & central Asia,Belgium,1.0,"In Belgium there are three geographic-linguistic communities: Dutch, French and German. The Flanders region, which is part of the Dutch community, has a coordinated system with some rules common to all cities in the region, but other rules specific to each city. The following cities are located in the region: Ghent, Antwerp and Brussels. Brussels is part of both the Dutch and French communities.","[https://meldjeaanbubao.antwerpen.be/,inschrijveninbrussel.be,https://meldjeaanbasis.stad.gent/]","[meldjeaanbubao.antwerpen.be/,inschrijveninbrussel.be,meldjeaanbasis.stad.gent/]",2003.0,"[da,boston]",[Unlimited],"[all,other]","[family,ses]",50.6402809,4.6667145,0
BEL,secondary,Europe & central Asia,Belgium,1.0,"In Belgium there are three geographic-linguistic communities: Dutch, French and German. The Flanders region, which is part of the Dutch community, has a coordinated system with some rules common to all cities in the region, but other rules specific to each city. The following cities are located in the region: Ghent, Antwerp and Brussels. Brussels is part of both the Dutch and French communities.","[https://meldjeaansecundair.antwerpen.be/,inschrijveninbrussel.be, https://inscription.cfwb.be/,https://meldjeaansecundair.stad.gent/]","[meldjeaansecundair.antwerpen.be/,inschrijveninbrussel.be, inscription.cfwb.be/,meldjeaansecundair.stad.gent/]",2003.0,"[ttc,boston,other]","[Unlimited, 10]","[all,other]","[family,distance,sen,ses]",50.6402809,4.6667145,0
BEN,primary,Sub-Saharan Africa,Benin,0.0,This country lacks a coordinated system.,,,,,,,,9.5293472,2.2584408,0
BEN,secondary,Sub-Saharan Africa,Benin,0.0,This country lacks a coordinated system.,,,,,,,,9.5293472,2.2584408,0
BFA,secondary,Sub-Saharan Africa,Burkina Faso,0.0,This country lacks a coordinated system.,,,,,,,,12.0753083,-1.6880314,0
BFA,tertiary,Sub-Saharan Africa,Burkina Faso,1.0,"Burkina Faso has a coordinated system for tertiary education. It uses the CAMPUSFASO platform for online guidance. Students can apply to several programs, ranking up to 18 options. The assignment process considers the grades obtained in the baccalaureate exam. This system covers public and some private universities.",,,2018.0,,[18],[other],[academic],12.0753083,-1.6880314,0
BGD,tertiary,South Asia,Bangladesh,0.0,This country lacks a coordinated system.,,,,,,,,-0.2864982,36.0514231,0
BGD,secondary,South Asia,Bangladesh,1.0,"Bangladesh coordinated secondary admission system is unified for all types of institutions. A digital lottery will take place after the application process for public and private institutions, separately. Admission to Dhaka government schools is divided into three groups (science, humanities and business). After admission process, students can apply for quotas' extra seats.",[https://xiclassadmissionsbd.com/],[xiclassadmissionsbd.com/],2016.0,,[5],[all],[distance],-0.2864982,36.0514231,0
BGR,secondary,Europe & central Asia,Bulgaria,0.0,This country lacks a coordinated system.,,,,,,,,42.6073975,25.4856617,0
BGR,primary,Europe & central Asia,Bulgaria,1.0,"Primary school admissions in Burgas city follow a two-stage coordinated system for all types of schools. Applications are based on a points-based ranking system, considering time lived in the school's area, family members affiliated with the school, and preference for the requested school. After the points are calculated, students are accepted based on their scores.",[https://www.uburgas.org/],[uburgas.org/],2013.0,[other],[5],[all],"[family,distance,sen]",42.6073975,25.4856617,0
BHS,tertiary,LAC,Bahamas,,,,,,,,,,24.7736546,-78.0000547,0
BHS,primary,LAC,Bahamas,,,,,,,,,,24.7736546,-78.0000547,0
BIH,secondary,Europe & central Asia,Bosnia and Herzegovina,0.0,This country lacks a coordinated system.,,,,,,,,44.3053476,17.5961467,0
BIH,primary,Europe & central Asia,Bosnia and Herzegovina,0.0,This country lacks a coordinated system.,,,,,,,,44.3053476,17.5961467,0
BLR,tertiary,Europe & central Asia,Belarus,0.0,This country lacks a coordinated system.,,,,,,,,53.4250605,27.6971358,0
BLR,secondary,Europe & central Asia,Belarus,0.0,This country lacks a coordinated system.,,,,,,,,53.4250605,27.6971358,0
BLZ,secondary,LAC,Belize,,,,,,,,,,17.1204943,-88.6859028,0
BLZ,tertiary,LAC,Belize,,,,,,,,,,17.1204943,-88.6859028,0
BOL,tertiary,LAC,Bolivia,0.0,This country lacks a coordinated system.,,,,,,,,-17.0568696,-64.9912286,0
BOL,primary,LAC,Bolivia,0.0,This country lacks a coordinated system.,,,,,,,,-17.0568696,-64.9912286,0
BRA,primary,LAC,Brazil,1.0,"Brazil’s education system is largely decentralized into administrative regions and municipalities. The Ministry of Education defines the guiding principles and framework and coordinates national education policy for all education levels. Most cities' admission process prioritize factors such as residence proximity, siblings in the same school, and disabled students.","[https://prematricula.belem.pa.gov.br/#/,https://www.educacao.df.gov.br/, https://prematricula.sme.fortaleza.ce.gov.br/, https://ematricula-goiania.pontoid.com.br/,https://guarulhosportal.gier.com.br/index.html,http://www.matriculaonline.al.gov.br/,https://www.matriculas.am.gov.br/,https://inscricaoedinfantil2023.portoalegre.rs.gov.br/,https://minhamatricula.pe.gov.br/ ,https://www.matriculafacil.rj.gov.br/,https://www.sacdigital.ba.gov.br/usuario/novo,https://matricula.siseducsg.org.br/]","[prematricula.belem.pa.gov.br/#/,educacao.df.gov.br/, prematricula.sme.fortaleza.ce.gov.br/, ematricula-goiania.pontoid.com.br/,guarulhosportal.gier.com.br/index.html,matriculaonline.al.gov.br/,matriculas.am.gov.br/,inscricaoedinfantil2023.portoalegre.rs.gov.br/,minhamatricula.pe.gov.br/ ,matriculafacil.rj.gov.br/,sacdigital.ba.gov.br/usuario/novo,matricula.siseducsg.org.br/]",2010.0,"[da,boston]","[3, 1, Unlimited, 8]","[all,public,other]","[family,distance,sen]",-10.3333333,-53.2,0
BRA,secondary,LAC,Brazil,1.0,"Brazil’s education system is largely decentralized into administrative regions and municipalities. The Ministry of Education defines the guiding principles and framework and coordinates national education policy for all education levels. Most cities' admission process prioritize factors such as residence proximity, siblings in the same school, and disabled students.","[https://www.educacao.df.gov.br/, https://prematricula.sme.fortaleza.ce.gov.br/,http://www.matriculaonline.al.gov.br/,https://www.matriculas.am.gov.br/,https://www.matriculafacil.rj.gov.br/,https://www.sacdigital.ba.gov.br/usuario/novo]","[educacao.df.gov.br/, prematricula.sme.fortaleza.ce.gov.br/,matriculaonline.al.gov.br/,matriculas.am.gov.br/,matriculafacil.rj.gov.br/,sacdigital.ba.gov.br/usuario/novo]",2010.0,[boston],"[3, 1, 8]","[all,public]","[family,distance,sen]",-10.3333333,-53.2,0
BRN,secondary,East Asia & Pacific,Brunei,,,,,,,,,,4.4137155,114.5653908,0
BRN,tertiary,East Asia & Pacific,Brunei,,,,,,,,,,4.4137155,114.5653908,0
BTN,tertiary,South Asia,Bhutan,,,,,,,,,,27.549511,90.5119273,0
BTN,secondary,South Asia,Bhutan,,,,,,,,,,27.549511,90.5119273,0
BWA,secondary,Sub-Saharan Africa,Botswana,1.0,Botswana's secondary education system allows students to apply to junior government schools after sitting for the Junior Certificate Examination.,,,,,[3],[public],[academic],-23.1681782,24.5928742,0
BWA,tertiary,Sub-Saharan Africa,Botswana,0.0,This country lacks a coordinated system.,,,,,,,,-23.1681782,24.5928742,0
CAF,primary,Sub-Saharan Africa,Central African Republic,0.0,This country lacks a coordinated system.,,,,,,,,7.0323598,19.9981227,0
CAF,tertiary,Sub-Saharan Africa,Central African Republic,0.0,This country lacks a coordinated system.,,,,,,,,7.0323598,19.9981227,0
